,slice_file_name,fsID,start,end,salience,fold,classID,class
166,102871-8-0-5.wav,102871,2.5,6.5,1,2,8,siren
167,102871-8-0-6.wav,102871,3,7,1,2,8,siren
168,102871-8-0-7.wav,102871,3.5,7.5,1,2,8,siren
169,102871-8-0-8.wav,102871,4,8,1,2,8,siren
170,102871-8-0-9.wav,102871,4.5,8.5,1,2,8,siren
171,103074-7-0-0.wav,103074,3.341279,7.341279,1,1,7,jackhammer
172,103074-7-0-1.wav,103074,3.841279,7.841279,1,1,7,jackhammer
173,103074-7-0-2.wav,103074,4.341279,8.341279,1,1,7,jackhammer
174,103074-7-1-0.wav,103074,22.517317,26.517317,1,1,7,jackhammer
175,103074-7-1-1.wav,103074,23.017317,27.017317,1,1,7,jackhammer
176,103074-7-1-2.wav,103074,23.517317,27.517317,1,1,7,jackhammer
177,103074-7-1-3.wav,103074,24.017317,28.017317,1,1,7,jackhammer
178,103074-7-1-4.wav,103074,24.517317,28.517317,1,1,7,jackhammer
179,103074-7-1-5.wav,103074,25.017317,29.017317,1,1,7,jackhammer
180,103074-7-1-6.wav,103074,25.517317,29.517317,1,1,7,jackhammer
181,103074-7-2-0.wav,103074,42.347083,43.727176,1,1,7,jackhammer
182,103074-7-3-0.wav,103074,46.632637,50.632637,1,1,7,jackhammer
183,103074-7-3-1.wav,103074,47.132637,51.132637,1,1,7,jackhammer
184,103074-7-3-2.wav,103074,47.632637,51.632637,1,1,7,jackhammer
185,103074-7-3-3.wav,103074,48.132637,52.132637,1,1,7,jackhammer
186,103074-7-4-0.wav,103074,60.651482,64.651482,1,1,7,jackhammer
187,103074-7-4-1.wav,103074,61.151482,65.151482,1,1,7,jackhammer
188,103074-7-4-2.wav,103074,61.651482,65.651482,1,1,7,jackhammer
189,103074-7-4-3.wav,103074,62.151482,66.151482,1,1,7,jackhammer
190,103074-7-4-4.wav,103074,62.651482,66.651482,1,1,7,jackhammer
191,103074-7-4-5.wav,103074,63.151482,67.151482,1,1,7,jackhammer
192,103074-7-4-6.wav,103074,63.651482,67.651482,1,1,7,jackhammer
193,103076-3-0-0.wav,103076,0,2.527184,1,8,3,dog_bark
194,103076-3-1-0.wav,103076,6.788349,7.756796,1,8,3,dog_bark
195,103076-3-2-0.wav,103076,10.265534,10.717475,1,8,3,dog_bark
196,103199-4-0-0.wav,103199,0,4,1,3,4,drilling
197,103199-4-0-3.wav,103199,1.5,5.5,1,3,4,drilling
198,103199-4-0-4.wav,103199,2,6,1,3,4,drilling
199,103199-4-0-5.wav,103199,2.5,6.5,1,3,4,drilling
200,103199-4-0-6.wav,103199,3,7,1,3,4,drilling
201,103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,drilling
202,103199-4-2-0.wav,103199,17.617205,21.617205,1,3,4,drilling
203,103199-4-2-1.wav,103199,18.117205,22.117205,1,3,4,drilling
204,103199-4-2-10.wav,103199,22.617205,26.617205,1,3,4,drilling
205,103199-4-2-11.wav,103199,23.117205,27.117205,1,3,4,drilling
206,103199-4-2-2.wav,103199,18.617205,22.617205,1,3,4,drilling
207,103199-4-2-3.wav,103199,19.117205,23.117205,1,3,4,drilling
208,103199-4-2-4.wav,103199,19.617205,23.617205,1,3,4,drilling
209,103199-4-2-5.wav,103199,20.117205,24.117205,1,3,4,drilling
210,103199-4-2-6.wav,103199,20.617205,24.617205,1,3,4,drilling
211,103199-4-2-7.wav,103199,21.117205,25.117205,1,3,4,drilling
212,103199-4-2-8.wav,103199,21.617205,25.617205,1,3,4,drilling
213,103199-4-2-9.wav,103199,22.117205,26.117205,1,3,4,drilling
214,103199-4-4-0.wav,103199,46.186699,48.720146,1,3,4,drilling
215,103199-4-6-0.wav,103199,50.591,51.916188,1,3,4,drilling
216,103199-4-7-2.wav,103199,52.916188,56.916188,2,3,4,drilling
217,103249-5-0-0.wav,103249,0,4,1,9,5,engine_idling
218,103249-5-0-1.wav,103249,0.5,4.5,1,9,5,engine_idling
219,103249-5-0-10.wav,103249,5,9,1,9,5,engine_idling
220,103249-5-0-11.wav,103249,5.5,9.5,1,9,5,engine_idling
221,103249-5-0-12.wav,103249,6,10,1,9,5,engine_idling
222,103249-5-0-13.wav,103249,6.5,10.5,1,9,5,engine_idling
223,103249-5-0-14.wav,103249,7,11,1,9,5,engine_idling
224,103249-5-0-15.wav,103249,7.5,11.5,1,9,5,engine_idling
225,103249-5-0-16.wav,103249,8,12,1,9,5,engine_idling
226,103249-5-0-17.wav,103249,8.5,12.5,1,9,5,engine_idling
227,103249-5-0-18.wav,103249,9,13,1,9,5,engine_idling
228,103249-5-0-19.wav,103249,9.5,13.5,1,9,5,engine_idling
229,103249-5-0-2.wav,103249,1,5,1,9,5,engine_idling
230,103249-5-0-3.wav,103249,1.5,5.5,1,9,5,engine_idling
231,103249-5-0-4.wav,103249,2,6,1,9,5,engine_idling
232,103249-5-0-5.wav,103249,2.5,6.5,1,9,5,engine_idling
233,103249-5-0-6.wav,103249,3,7,1,9,5,engine_idling
234,103249-5-0-7.wav,103249,3.5,7.5,1,9,5,engine_idling
235,103249-5-0-8.wav,103249,4,8,1,9,5,engine_idling
236,103249-5-0-9.wav,103249,4.5,8.5,1,9,5,engine_idling
237,103258-5-0-0.wav,103258,0,4,1,1,5,engine_idling
238,103258-5-0-1.wav,103258,0.5,4.5,1,1,5,engine_idling
239,103258-5-0-10.wav,103258,5,9,1,1,5,engine_idling
240,103258-5-0-11.wav,103258,5.5,9.5,1,1,5,engine_idling
241,103258-5-0-12.wav,103258,6,10,1,1,5,engine_idling
242,103258-5-0-13.wav,103258,6.5,10.5,1,1,5,engine_idling
243,103258-5-0-14.wav,103258,7,11,1,1,5,engine_idling
244,103258-5-0-15.wav,103258,7.5,11.5,1,1,5,engine_idling
245,103258-5-0-16.wav,103258,8,12,1,1,5,engine_idling
246,103258-5-0-17.wav,103258,8.5,12.5,1,1,5,engine_idling
247,103258-5-0-18.wav,103258,9,13,1,1,5,engine_idling
248,103258-5-0-19.wav,103258,9.5,13.5,1,1,5,engine_idling
249,103258-5-0-2.wav,103258,1,5,1,1,5,engine_idling
250,103258-5-0-3.wav,103258,1.5,5.5,1,1,5,engine_idling
251,103258-5-0-4.wav,103258,2,6,1,1,5,engine_idling
252,103258-5-0-5.wav,103258,2.5,6.5,1,1,5,engine_idling
253,103258-5-0-6.wav,103258,3,7,1,1,5,engine_idling
254,103258-5-0-7.wav,103258,3.5,7.5,1,1,5,engine_idling
255,103258-5-0-8.wav,103258,4,8,1,1,5,engine_idling
256,103258-5-0-9.wav,103258,4.5,8.5,1,1,5,engine_idling
257,103357-4-0-0.wav,103357,0.305227,4.305227,1,3,4,drilling
258,103357-4-0-1.wav,103357,0.805227,4.805227,1,3,4,drilling
259,103438-5-0-0.wav,103438,0,4,2,10,5,engine_idling
260,103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling
261,103438-5-0-2.wav,103438,1,5,2,10,5,engine_idling
262,104327-2-0-15.wav,104327,7.5,11.5,2,6,2,children_playing
263,104327-2-0-19.wav,104327,9.5,13.5,2,6,2,children_playing
264,104327-2-0-26.wav,104327,13,17,2,6,2,children_playing
265,104327-2-0-28.wav,104327,14,18,2,6,2,children_playing
266,104327-2-0-3.wav,104327,1.5,5.5,2,6,2,children_playing
267,104327-2-0-30.wav,104327,15,19,2,6,2,children_playing
268,104327-2-0-34.wav,104327,17,21,2,6,2,children_playing
269,104327-2-0-4.wav,104327,2,6,2,6,2,children_playing
270,104421-2-0-1.wav,104421,0.5,4.5,2,5,2,children_playing
271,104421-2-0-15.wav,104421,7.5,11.5,2,5,2,children_playing
272,104421-2-0-20.wav,104421,10,14,2,5,2,children_playing
273,104421-2-0-29.wav,104421,14.5,18.5,2,5,2,children_playing
274,104421-2-0-3.wav,104421,1.5,5.5,2,5,2,children_playing
275,104421-2-0-5.wav,104421,2.5,6.5,2,5,2,children_playing
276,104421-2-0-7.wav,104421,3.5,7.5,2,5,2,children_playing
277,104421-2-1-3.wav,104421,91.652072,95.652072,1,5,2,children_playing
278,104625-4-0-15.wav,104625,13.751409,17.751409,1,7,4,drilling
279,104625-4-0-21.wav,104625,16.751409,20.751409,1,7,4,drilling
280,104625-4-0-27.wav,104625,19.751409,23.751409,1,7,4,drilling
281,104625-4-0-29.wav,104625,20.751409,24.751409,1,7,4,drilling
282,104625-4-0-3.wav,104625,7.751409,11.751409,1,7,4,drilling
283,104625-4-0-35.wav,104625,23.751409,27.751409,1,7,4,drilling
284,104625-4-0-40.wav,104625,26.251409,30.251409,1,7,4,drilling
285,104625-4-0-41.wav,104625,26.751409,30.751409,1,7,4,drilling
286,104625-4-0-45.wav,104625,28.751409,32.751409,1,7,4,drilling
287,104625-4-0-48.wav,104625,30.251409,34.251409,1,7,4,drilling
288,104625-4-0-51.wav,104625,31.751409,35.751409,1,7,4,drilling
289,104625-4-0-52.wav,104625,32.251409,36.251409,1,7,4,drilling
290,104625-4-0-53.wav,104625,32.751409,36.751409,1,7,4,drilling
291,104625-4-0-55.wav,104625,33.751409,37.751409,1,7,4,drilling
292,104625-4-0-57.wav,104625,34.751409,38.751409,1,7,4,drilling
293,104625-4-0-66.wav,104625,39.251409,43.251409,1,7,4,drilling
294,104625-4-1-20.wav,104625,156.589168,160.589168,1,7,4,drilling
295,104625-4-1-8.wav,104625,150.589168,154.589168,1,7,4,drilling
296,104817-4-0-0.wav,104817,0,4,1,2,4,drilling
297,104817-4-0-1.wav,104817,0.5,4.5,1,2,4,drilling
298,104817-4-0-10.wav,104817,5,9,1,2,4,drilling
299,104817-4-0-11.wav,104817,5.5,9.5,1,2,4,drilling
300,104817-4-0-2.wav,104817,1,5,1,2,4,drilling
301,104817-4-0-3.wav,104817,1.5,5.5,1,2,4,drilling
302,104817-4-0-4.wav,104817,2,6,1,2,4,drilling
303,104817-4-0-5.wav,104817,2.5,6.5,1,2,4,drilling
304,104817-4-0-6.wav,104817,3,7,1,2,4,drilling
305,104817-4-0-7.wav,104817,3.5,7.5,1,2,4,drilling
306,104817-4-0-8.wav,104817,4,8,1,2,4,drilling
307,104817-4-0-9.wav,104817,4.5,8.5,1,2,4,drilling
308,104998-7-0-5.wav,104998,18.872926,22.872926,1,5,7,jackhammer
309,104998-7-10-1.wav,104998,260.47552,264.47552,1,5,7,jackhammer
310,104998-7-10-10.wav,104998,264.97552,268.97552,1,5,7,jackhammer
311,104998-7-10-13.wav,104998,266.47552,270.47552,1,5,7,jackhammer
312,104998-7-10-15.wav,104998,267.47552,271.47552,1,5,7,jackhammer
313,104998-7-10-8.wav,104998,263.97552,267.97552,1,5,7,jackhammer
314,104998-7-10-9.wav,104998,264.47552,268.47552,1,5,7,jackhammer
315,104998-7-11-0.wav,104998,297.367744,301.367744,1,5,7,jackhammer
316,104998-7-11-2.wav,104998,298.367744,302.367744,1,5,7,jackhammer
317,104998-7-12-2.wav,104998,322.263366,326.263366,1,5,7,jackhammer
318,104998-7-14-1.wav,104998,352.960429,356.960429,1,5,7,jackhammer
319,104998-7-14-5.wav,104998,354.960429,358.960429,1,5,7,jackhammer
320,104998-7-14-6.wav,104998,355.460429,359.460429,1,5,7,jackhammer
321,104998-7-15-1.wav,104998,380.838655,384.838655,1,5,7,jackhammer
322,104998-7-15-3.wav,104998,381.838655,385.838655,1,5,7,jackhammer
323,104998-7-15-5.wav,104998,382.838655,386.838655,1,5,7,jackhammer
324,104998-7-15-9.wav,104998,384.838655,388.838655,1,5,7,jackhammer
325,104998-7-16-0.wav,104998,422.155994,426.155994,1,5,7,jackhammer
326,104998-7-16-10.wav,104998,427.155994,431.155994,1,5,7,jackhammer
327,104998-7-16-11.wav,104998,427.655994,431.655994,1,5,7,jackhammer
328,104998-7-16-5.wav,104998,424.655994,428.655994,1,5,7,jackhammer
329,104998-7-16-6.wav,104998,425.155994,429.155994,1,5,7,jackhammer
330,104998-7-16-7.wav,104998,425.655994,429.655994,1,5,7,jackhammer
331,104998-7-17-0.wav,104998,456.008125,460.008125,1,5,7,jackhammer
332,104998-7-17-1.wav,104998,456.508125,460.508125,1,5,7,jackhammer
333,104998-7-17-12.wav,104998,462.008125,466.008125,1,5,7,jackhammer
334,104998-7-17-14.wav,104998,463.008125,467.008125,1,5,7,jackhammer
335,104998-7-17-4.wav,104998,458.008125,462.008125,1,5,7,jackhammer
336,104998-7-17-7.wav,104998,459.508125,463.508125,1,5,7,jackhammer
337,104998-7-17-8.wav,104998,460.008125,464.008125,1,5,7,jackhammer
338,104998-7-18-12.wav,104998,501.391651,505.391651,1,5,7,jackhammer
339,104998-7-18-13.wav,104998,501.891651,505.891651,1,5,7,jackhammer
340,104998-7-18-3.wav,104998,496.891651,500.891651,1,5,7,jackhammer
341,104998-7-18-9.wav,104998,499.891651,503.891651,1,5,7,jackhammer
342,104998-7-19-0.wav,104998,530.128805,534.128805,1,5,7,jackhammer
343,104998-7-19-3.wav,104998,531.628805,535.628805,1,5,7,jackhammer
344,104998-7-19-6.wav,104998,533.128805,537.128805,1,5,7,jackhammer
345,104998-7-19-7.wav,104998,533.628805,537.628805,1,5,7,jackhammer
346,104998-7-19-8.wav,104998,534.128805,538.128805,1,5,7,jackhammer
347,104998-7-19-9.wav,104998,534.628805,538.628805,1,5,7,jackhammer
348,104998-7-2-4.wav,104998,62.402823,66.402823,1,5,7,jackhammer
349,104998-7-2-5.wav,104998,62.902823,66.902823,1,5,7,jackhammer
350,104998-7-2-6.wav,104998,63.402823,67.402823,1,5,7,jackhammer
351,104998-7-3-1.wav,104998,84.134678,88.134678,1,5,7,jackhammer
352,104998-7-7-0.wav,104998,141.824943,145.824943,1,5,7,jackhammer
353,104998-7-7-1.wav,104998,142.324943,146.324943,1,5,7,jackhammer
354,104998-7-7-4.wav,104998,143.824943,147.824943,1,5,7,jackhammer
355,104998-7-7-7.wav,104998,145.324943,149.324943,1,5,7,jackhammer
356,104998-7-7-9.wav,104998,146.324943,150.324943,1,5,7,jackhammer
357,104998-7-8-13.wav,104998,178.194471,182.194471,1,5,7,jackhammer
358,104998-7-8-14.wav,104998,178.694471,182.694471,1,5,7,jackhammer
359,104998-7-8-15.wav,104998,179.194471,183.194471,1,5,7,jackhammer
360,104998-7-8-17.wav,104998,180.194471,184.194471,1,5,7,jackhammer
361,104998-7-8-4.wav,104998,173.694471,177.694471,1,5,7,jackhammer
362,104998-7-8-6.wav,104998,174.694471,178.694471,1,5,7,jackhammer
363,104998-7-8-7.wav,104998,175.194471,179.194471,1,5,7,jackhammer
364,104998-7-9-0.wav,104998,221.698273,225.698273,1,5,7,jackhammer
365,104998-7-9-13.wav,104998,228.198273,232.198273,1,5,7,jackhammer
366,104998-7-9-9.wav,104998,226.198273,230.198273,1,5,7,jackhammer
367,105029-7-0-0.wav,105029,11.426527,15.426527,1,9,7,jackhammer
368,105029-7-0-1.wav,105029,11.926527,15.926527,1,9,7,jackhammer
369,105029-7-0-2.wav,105029,12.426527,16.426527,1,9,7,jackhammer
370,105029-7-0-3.wav,105029,12.926527,16.926527,1,9,7,jackhammer
371,105029-7-0-4.wav,105029,13.426527,17.426527,1,9,7,jackhammer
372,105029-7-0-5.wav,105029,13.926527,17.926527,1,9,7,jackhammer
373,105029-7-0-6.wav,105029,14.426527,18.426527,1,9,7,jackhammer
374,105029-7-1-0.wav,105029,37.757219,41.757219,1,9,7,jackhammer
375,105029-7-1-1.wav,105029,38.257219,42.257219,1,9,7,jackhammer
376,105029-7-1-10.wav,105029,42.757219,46.757219,1,9,7,jackhammer
377,105029-7-1-11.wav,105029,43.257219,47.257219,1,9,7,jackhammer
378,105029-7-1-12.wav,105029,43.757219,47.757219,1,9,7,jackhammer
379,105029-7-1-13.wav,105029,44.257219,48.257219,1,9,7,jackhammer
380,105029-7-1-2.wav,105029,38.757219,42.757219,1,9,7,jackhammer
381,105029-7-1-3.wav,105029,39.257219,43.257219,1,9,7,jackhammer
382,105029-7-1-4.wav,105029,39.757219,43.757219,1,9,7,jackhammer
383,105029-7-1-5.wav,105029,40.257219,44.257219,1,9,7,jackhammer
